360470009001,15049
360610029004,4480
360470011001,3745
360610031001,3281
360610007001,2698
360470037001,2206
360610021001,2051
360610009001,1937
360610033002,1747
360610033001,1527
360610092001,1319
360610109001,1158
360610094001,1084
360610013002,1036
360610113001,1001
360610101001,942
360610096001,875
360610076001,868
360610125001,861
360610082001,855
360610104001,840
360470114001,803
360610099001,790
360610013001,782
360470022001,724
360610015021,723
360610119001,720
360610102001,720
360610058001,591
360610084002,558
360470018001,503
360610145003,472
360610021002,461
360610062001,458
360610050004,451
360610039002,448
360610103001,448
360610112021,439
360610029001,432
360610088001,429
360610054001,421
360610131001,392
360610056001,391
360610015022,368
360610100001,363
360610116001,345
360810019001,343
360610095001,336
360610037003,333
360610052002,328
360610111001,324
360610100002,316
360470153001,314
360610033003,310
360470549001,302
360470152001,287
360594073011,285
360470021002,282
360610080002,281
360610317031,279
360610112011,279
360610015011,276
360610129002,275
360610115001,271
360470816001,265
360470002001,256
360810716001,251
360610078003,248
360610121004,230
360810480001,224
360470053001,219
360610043003,218
360470033002,217
361031122061,215
360610119002,214
360610015012,212
360470119001,209
360610074003,200
360610065001,198
360610072002,198
360610095002,193
360610049001,192
360610037001,181
360610080001,180
360610112031,180
360470035001,179
360470449004,178
360470118002,175
360610037002,175
360610074001,174
360610137006,168
360610125002,166
360610091001,166
360610168002,163
360610052001,161
360470538001,160
360610137005,154
360610203002,153
360610131002,151
360610074002,151
360610068001,149
360610076002,149
360610087001,148
360470160004,144
360593018002,143
360470294001,142
360610135001,136
360470043004,131
360810683002,130
360610045001,129
361031580073,129
360610047002,129
360810199001,127
360810907001,127
360470960001,121
360810757013,120
360810033001,118
360810179002,114
360610083002,114
360470059002,113
360610112032,113
360470058002,112
360470049001,111
360810205001,111
360610069001,109
360610050002,106
360811267001,106
360810001001,105
360610251001,105
360050093001,104
360470932001,104
360610083003,103
360610108007,103
360470120001,103
360610029003,102
360810711002,102
360610242003,101
360610145004,100
360610137003,100
360010011001,99
360610114012,99
360810535001,99
360610039004,99
360470226001,98
360470890006,96
360050093006,94
360050462011,93
360470348001,91
360610082003,90
360471070001,90
360050284001,88
360810219001,87
360610090001,87
360470698002,87
360470020001,84
360470013001,83
360710110004,83
360810179001,82
361190026002,82
361031223001,81
360810112002,80
360610129001,80
360810171001,79
360610114022,79
361170212004,78
360810199002,78
360610061003,74
360610057002,74
360610124008,74
360810717013,74
360610057001,73
360610082002,73
360810320002,72
360470005021,72
360610149001,72
360593028001,70
361170212002,69
360610317041,69
360610090005,68
360470554001,68
360610121001,68
360470126002,68
360470020002,68
360595189006,68
360470454001,68
360470053004,67
360610056003,66
361031122062,66
360610055022,66
360470543001,65
360610319001,65
360470021001,65
360470134002,65
360610114011,64
360610145002,64
360610127005,64
360471104001,63
360610081006,63
